,season,round,circuit_id,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,qualifying_time_diff
1002,2017,10,silverstone,hamilton,British,mercedes,1,1,151,3,2,287,5,1,0.0,32,
1004,2017,10,silverstone,raikkonen,Finnish,ferrari,2,3,83,0,5,254,3,2,0.546999999999997,37,0.546999999999997
1008,2017,10,silverstone,vettel,German,ferrari,3,7,171,3,1,254,3,2,0.7560000000000002,30,0.20900000000000318
1005,2017,10,silverstone,max_verstappen,Dutch,red_bull,4,4,45,0,7,152,1,3,1.5300000000000011,19,0.7740000000000009
1007,2017,10,silverstone,hulkenberg,German,renault,5,6,18,0,12,18,0,8,2.2560000000000002,29,0.7259999999999991
1010,2017,10,silverstone,perez,Mexican,force_india,6,9,50,0,6,89,0,4,2.3020000000000067,27,0.04600000000000648
1009,2017,10,silverstone,ocon,French,force_india,7,8,39,0,8,89,0,4,2.4740000000000038,20,0.17199999999999704
1012,2017,10,silverstone,vandoorne,Belgian,mclaren,8,11,0,0,20,2,0,10,2.818000000000012,25,0.3440000000000083
1003,2017,10,silverstone,bottas,Finnish,mercedes,9,2,136,2,3,287,5,1,0.7760000000000105,27,-2.0420000000000016
1014,2017,10,silverstone,grosjean,French,haas,10,13,18,0,13,29,0,7,2.9490000000000123,31,2.173000000000002
1021,2017,10,silverstone,jolyon_palmer,British,renault,11,20,0,0,18,18,0,8,3.5930000000000035,26,0.6439999999999912
1016,2017,10,silverstone,kvyat,Russian,toro_rosso,12,15,4,0,16,33,0,6,3.7550000000000097,23,0.16200000000000614
1020,2017,10,silverstone,sainz,Spanish,toro_rosso,13,19,29,0,9,33,0,6,4.768000000000001,22,1.012999999999991
1011,2017,10,silverstone,massa,Brazilian,williams,14,10,22,0,10,40,0,5,4.882000000000005,36,0.11400000000000432
1017,2017,10,silverstone,stroll,Canadian,williams,15,16,18,0,11,40,0,5,15.973000000000013,18,11.091000000000008
1013,2017,10,silverstone,kevin_magnussen,Danish,haas,16,12,11,0,14,29,0,7,15.977000000000004,24,0.003999999999990678
1018,2017,10,silverstone,wehrlein,German,sauber,17,17,5,0,15,5,0,9,15.99300000000001,22,0.016000000000005343
1015,2017,10,silverstone,ericsson,Swedish,sauber,18,14,0,0,19,5,0,9,16.033000000000015,26,0.04000000000000625
1006,2017,10,silverstone,ricciardo,Australian,red_bull,19,5,107,1,4,152,1,3,16.366000000000014,28,0.3329999999999984
1019,2017,10,silverstone,alonso,Spanish,mclaren,20,18,2,0,17,2,0,10,4.0,35,-12.366000000000014
1022,2017,11,hungaroring,vettel,German,ferrari,1,1,177,3,1,275,3,2,0.0,30,
1023,2017,11,hungaroring,raikkonen,Finnish,ferrari,2,2,98,0,5,275,3,2,0.16800000000000637,37,0.16800000000000637
1024,2017,11,hungaroring,bottas,Finnish,mercedes,3,3,154,2,3,330,6,1,0.2540000000000049,27,0.08599999999999852
1025,2017,11,hungaroring,hamilton,British,mercedes,4,4,176,4,2,330,6,1,0.4309999999999974,32,0.1769999999999925
1026,2017,11,hungaroring,max_verstappen,Dutch,red_bull,5,5,57,0,6,174,1,3,0.5210000000000008,19,0.09000000000000341
1041,2017,11,hungaroring,ricciardo,Australian,red_bull,6,20,117,1,4,174,1,3,0.5420000000000016,28,0.021000000000000796
1027,2017,11,hungaroring,alonso,Spanish,mclaren,7,6,2,0,17,2,0,10,1.2730000000000103,36,0.7310000000000088
1031,2017,11,hungaroring,vandoorne,Belgian,mclaren,8,10,0,0,20,2,0,10,1.6180000000000092,25,0.34499999999999886
1028,2017,11,hungaroring,sainz,Spanish,toro_rosso,9,7,29,0,9,33,0,6,2.63600000000001,22,1.0180000000000007
1033,2017,11,hungaroring,jolyon_palmer,British,renault,10,12,0,0,18,26,0,8,2.138999999999996,26,-0.4970000000000141
1030,2017,11,hungaroring,ocon,French,force_india,11,9,43,0,8,95,0,4,2.2190000000000083,20,0.0800000000000125
1038,2017,11,hungaroring,hulkenberg,German,renault,12,17,26,0,10,26,0,8,1.1920000000000073,29,-1.027000000000001
1029,2017,11,hungaroring,perez,Mexican,force_india,13,8,52,0,7,95,0,4,2.3629999999999995,27,1.1709999999999923
1040,2017,11,hungaroring,grosjean,French,haas,14,19,18,0,13,29,0,7,2.4950000000000045,31,0.132000000000005
1034,2017,11,hungaroring,kevin_magnussen,Danish,haas,15,13,11,0,14,29,0,7,2.8190000000000026,24,0.32399999999999807
1032,2017,11,hungaroring,kvyat,Russian,toro_rosso,16,11,4,0,16,33,0,6,2.2620000000000005,23,-0.5570000000000022
1035,2017,11,hungaroring,stroll,Canadian,williams,17,14,18,0,12,41,0,5,2.8260000000000076,18,0.5640000000000072
1036,2017,11,hungaroring,wehrlein,German,sauber,18,15,5,0,15,5,0,9,3.5630000000000024,22,0.7369999999999948
1039,2017,11,hungaroring,resta,British,williams,19,18,0,0,0,41,0,5,3.5919999999999987,31,0.028999999999996362
1037,2017,11,hungaroring,ericsson,Swedish,sauber,20,16,0,0,19,5,0,9,3.696000000000012,26,0.10400000000001342
1042,2017,12,spa,hamilton,British,mercedes,1,1,188,4,2,357,6,1,0.0,32,
1043,2017,12,spa,vettel,German,ferrari,2,2,202,4,1,318,4,2,0.24200000000000443,30,0.24200000000000443
1046,2017,12,spa,bottas,Finnish,mercedes,3,5,169,2,3,357,6,1,0.5409999999999968,27,0.2989999999999924
1045,2017,12,spa,raikkonen,Finnish,ferrari,4,4,116,0,5,318,4,2,0.717000000000013,37,0.17600000000001614
1060,2017,12,spa,max_verstappen,Dutch,red_bull,5,19,67,0,6,184,1,3,0.8269999999999982,19,0.10999999999998522
1044,2017,12,spa,ricciardo,Australian,red_bull,6,3,117,1,4,184,1,3,1.3100000000000023,28,0.4830000000000041
1047,2017,12,spa,hulkenberg,German,renault,7,6,26,0,10,26,0,8,2.429000000000002,30,1.1189999999999998
1058,2017,12,spa,perez,Mexican,force_india,8,17,56,0,7,101,0,4,2.6910000000000025,27,0.26200000000000045
1050,2017,12,spa,ocon,French,force_india,9,9,45,0,8,101,0,4,2.8160000000000025,20,0.125
1059,2017,12,spa,alonso,Spanish,mclaren,10,18,10,0,15,11,0,9,2.537000000000006,36,-0.27899999999999636
1048,2017,12,spa,grosjean,French,haas,11,7,18,0,13,29,0,7,2.5800000000000125,31,0.043000000000006366
1056,2017,12,spa,kevin_magnussen,Danish,haas,12,15,11,0,14,29,0,7,2.8470000000000084,24,0.2669999999999959
1051,2017,12,spa,sainz,Spanish,toro_rosso,13,10,35,0,9,39,0,6,2.8859999999999957,22,0.03899999999998727
1052,2017,12,spa,stroll,Canadian,williams,15,11,18,0,12,41,0,5,4.361999999999995,18,1.475999999999999
1049,2017,12,spa,massa,Brazilian,williams,16,8,23,0,11,41,0,5,3.2700000000000102,36,-1.0919999999999845
1057,2017,12,spa,ericsson,Swedish,sauber,17,16,0,0,20,5,0,10,4.661000000000001,26,1.3909999999999911
1061,2017,12,spa,wehrlein,German,sauber,18,20,5,0,16,5,0,10,5.126000000000005,22,0.4650000000000034
1053,2017,12,spa,kvyat,Russian,toro_rosso,19,12,4,0,17,39,0,6,3.4749999999999943,23,-1.6510000000000105
1062,2017,13,monza,hamilton,British,mercedes,1,1,213,5,2,392,7,1,0.0,32,
1068,2017,13,monza,stroll,Canadian,williams,2,7,18,0,13,45,0,5,1.4779999999999944,18,1.4779999999999944
1067,2017,13,monza,ocon,French,force_india,3,6,47,0,8,103,0,4,2.164999999999992,20,0.6869999999999976
1063,2017,13,monza,bottas,Finnish,mercedes,4,2,179,2,3,392,7,1,2.2789999999999964,28,0.11400000000000432
1066,2017,13,monza,raikkonen,Finnish,ferrari,5,5,128,0,5,348,4,2,2.4329999999999927,37,0.15399999999999636
1064,2017,13,monza,vettel,German,ferrari,6,3,220,4,1,348,4,2,2.509999999999991,30,0.07699999999999818
1069,2017,13,monza,massa,Brazilian,williams,7,8,27,0,11,45,0,5,2.6970000000000027,36,0.18700000000001182
1073,2017,13,monza,kvyat,Russian,toro_rosso,8,12,4,0,17,40,0,6,2.6910000000000025,23,-0.006000000000000227
1072,2017,13,monza,kevin_magnussen,Danish,haas,9,11,11,0,14,35,0,7,4.935000000000002,24,2.2439999999999998
1070,2017,13,monza,perez,Mexican,force_india,10,9,56,0,7,103,0,4,2.0279999999999916,27,-2.9070000000000107
1079,2017,13,monza,ericsson,Swedish,sauber,11,18,0,0,20,5,0,10,6.177999999999997,27,4.150000000000006
1077,2017,13,monza,wehrlein,German,sauber,12,16,5,0,16,5,0,10,6.320999999999998,22,0.14300000000000068
1071,2017,13,monza,max_verstappen,Dutch,red_bull,13,10,67,0,6,199,1,3,1.1479999999999961,19,-5.173000000000002
1074,2017,13,monza,hulkenberg,German,renault,14,13,34,0,10,34,0,8,2.5049999999999955,30,1.3569999999999993
1075,2017,13,monza,sainz,Spanish,toro_rosso,15,14,36,0,9,40,0,6,2.9720000000000084,23,0.46700000000001296
1065,2017,13,monza,ricciardo,Australian,red_bull,16,4,132,1,4,199,1,3,1.2870000000000061,28,-1.6850000000000023
1081,2017,13,monza,jolyon_palmer,British,renault,17,20,0,0,19,34,0,8,5.091999999999999,26,3.8049999999999926
1080,2017,13,monza,vandoorne,Belgian,mclaren,18,19,1,0,18,11,0,9,3.6029999999999944,25,-1.4890000000000043
1078,2017,13,monza,alonso,Spanish,mclaren,19,17,10,0,15,11,0,9,2.647999999999996,36,-0.9549999999999983
1076,2017,13,monza,grosjean,French,haas,20,15,24,0,12,35,0,7,7.800999999999988,31,5.152999999999992
1099,2017,14,marina_bay,vettel,German,ferrari,1,18,235,4,2,373,4,2,0.0,30,
1100,2017,14,marina_bay,max_verstappen,Dutch,red_bull,2,19,68,0,6,212,1,3,0.3229999999999933,19,0.3229999999999933
1083,2017,14,marina_bay,ricciardo,Australian,red_bull,3,2,144,1,4,212,1,3,0.34900000000000375,28,0.02600000000001046
1101,2017,14,marina_bay,raikkonen,Finnish,ferrari,4,20,138,0,5,373,4,2,0.578000000000003,37,0.2289999999999992
1082,2017,14,marina_bay,hamilton,British,mercedes,5,1,238,6,1,435,8,1,0.6350000000000051,32,0.05700000000000216
1084,2017,14,marina_bay,bottas,Finnish,mercedes,6,3,197,2,3,435,8,1,1.3190000000000026,28,0.6839999999999975
1095,2017,14,marina_bay,hulkenberg,German,renault,7,14,34,0,10,34,0,8,1.5220000000000056,30,0.20300000000000296
1098,2017,14,marina_bay,alonso,Spanish,mclaren,8,17,10,0,15,11,0,9,1.6880000000000024,36,0.16599999999999682
1088,2017,14,marina_bay,vandoorne,Belgian,mclaren,9,7,1,0,18,11,0,9,1.9069999999999965,25,0.2189999999999941
1085,2017,14,marina_bay,sainz,Spanish,toro_rosso,10,4,36,0,9,40,0,6,2.5649999999999977,23,0.6580000000000013
1087,2017,14,marina_bay,jolyon_palmer,British,renault,11,6,0,0,19,34,0,8,2.6159999999999997,26,0.05100000000000193
1086,2017,14,marina_bay,perez,Mexican,force_india,12,5,58,0,7,113,0,4,2.7550000000000097,27,0.13900000000001
1097,2017,14,marina_bay,kvyat,Russian,toro_rosso,13,16,4,0,17,40,0,6,2.846999999999994,23,0.09199999999998454
1091,2017,14,marina_bay,ocon,French,force_india,14,10,55,0,8,113,0,4,3.2689999999999912,21,0.42199999999999704
1090,2017,14,marina_bay,grosjean,French,haas,15,9,24,0,13,35,0,7,4.39200000000001,31,1.1230000000000189
1094,2017,14,marina_bay,kevin_magnussen,Danish,haas,16,13,11,0,14,35,0,7,4.265000000000001,24,-0.12700000000000955
1092,2017,14,marina_bay,massa,Brazilian,williams,17,11,31,0,11,55,0,5,4.52300000000001,36,0.2580000000000098
1089,2017,14,marina_bay,stroll,Canadian,williams,18,8,24,0,12,55,0,5,5.237000000000009,18,0.7139999999999986
1093,2017,14,marina_bay,wehrlein,German,sauber,19,12,5,0,16,5,0,10,5.567999999999998,22,0.33099999999998886
1096,2017,14,marina_bay,ericsson,Swedish,sauber,20,15,0,0,20,5,0,10,6.0789999999999935,27,0.5109999999999957
1103,2017,15,sepang,hamilton,British,mercedes,1,2,263,7,1,475,9,1,0.0,32,
1102,2017,15,sepang,max_verstappen,Dutch,red_bull,3,1,68,0,6,230,1,3,0.4650000000000034,20,0.4650000000000034
1104,2017,15,sepang,ricciardo,Australian,red_bull,4,3,162,1,4,230,1,3,0.5190000000000055,28,0.054000000000002046
1106,2017,15,sepang,bottas,Finnish,mercedes,5,5,212,2,3,475,9,1,0.6820000000000022,28,0.1629999999999967
1111,2017,15,sepang,ocon,French,force_india,6,10,56,0,8,124,0,4,1.4020000000000152,21,0.7200000000000131
1108,2017,15,sepang,vandoorne,Belgian,mclaren,7,7,7,0,17,17,0,9,1.5060000000000002,25,0.103999999999985
1117,2017,15,sepang,hulkenberg,German,renault,8,16,34,0,10,42,0,7,1.531000000000006,30,0.025000000000005684
1107,2017,15,sepang,perez,Mexican,force_india,9,6,68,0,7,124,0,4,1.5820000000000078,27,0.05100000000000193
1112,2017,15,sepang,alonso,Spanish,mclaren,10,11,10,0,15,17,0,9,1.6280000000000143,36,0.04600000000000648
1110,2017,15,sepang,massa,Brazilian,williams,11,9,31,0,11,59,0,5,1.9579999999999984,36,0.3299999999999841
1116,2017,15,sepang,jolyon_palmer,British,renault,12,15,8,0,16,42,0,7,2.024000000000001,26,0.0660000000000025
1109,2017,15,sepang,stroll,Canadian,williams,13,8,28,0,12,59,0,5,2.2310000000000088,18,0.20700000000000784
1120,2017,15,sepang,sainz,Spanish,toro_rosso,14,19,48,0,9,52,0,6,2.3260000000000076,23,0.09499999999999886
1115,2017,15,sepang,gasly,French,toro_rosso,15,14,0,0,0,52,0,6,2.4819999999999993,21,0.1559999999999917
1114,2017,15,sepang,grosjean,French,haas,16,13,26,0,13,37,0,8,3.2319999999999993,31,0.75
1113,2017,15,sepang,kevin_magnussen,Danish,haas,17,12,11,0,14,37,0,8,3.358000000000004,24,0.12600000000000477
1118,2017,15,sepang,wehrlein,German,sauber,18,17,5,0,18,5,0,10,3.4070000000000107,22,0.049000000000006594
1119,2017,15,sepang,ericsson,Swedish,sauber,19,18,0,0,20,5,0,10,3.8940000000000055,27,0.48699999999999477
1121,2017,16,suzuka,hamilton,British,mercedes,1,1,281,7,1,503,9,1,0.0,32,
1139,2017,16,suzuka,vettel,German,ferrari,2,19,247,4,2,385,4,2,0.4719999999999942,30,0.4719999999999942
1123,2017,16,suzuka,ricciardo,Australian,red_bull,3,3,177,1,4,270,2,3,0.9869999999999948,28,0.5150000000000006
1122,2017,16,suzuka,max_verstappen,Dutch,red_bull,4,2,93,1,6,270,2,3,1.012999999999991,20,0.02599999999999625
1126,2017,16,suzuka,ocon,French,force_india,5,6,57,0,8,133,0,4,1.7920000000000016,21,0.7790000000000106
1124,2017,16,suzuka,bottas,Finnish,mercedes,6,4,222,2,3,503,9,1,0.33199999999999363,28,-1.460000000000008
1127,2017,16,suzuka,perez,Mexican,force_india,7,7,76,0,7,133,0,4,1.9410000000000025,27,1.6090000000000089
1130,2017,16,suzuka,massa,Brazilian,williams,8,10,33,0,11,65,0,5,2.1610000000000014,36,0.21999999999999886
1134,2017,16,suzuka,vandoorne,Belgian,mclaren,9,14,13,0,14,23,0,9,2.458999999999989,25,0.2979999999999876
1125,2017,16,suzuka,raikkonen,Finnish,ferrari,10,5,138,0,5,385,4,2,1.179000000000002,37,-1.279999999999987
1137,2017,16,suzuka,hulkenberg,German,renault,11,17,34,0,10,42,0,7,2.5600000000000023,30,1.3810000000000002
1128,2017,16,suzuka,kevin_magnussen,Danish,haas,12,8,11,0,15,37,0,8,2.653000000000006,25,0.09300000000000352
1129,2017,16,suzuka,grosjean,French,haas,13,9,26,0,13,37,0,8,3.530000000000001,31,0.8769999999999953
1133,2017,16,suzuka,gasly,French,toro_rosso,14,13,0,0,22,52,0,6,3.9980000000000047,21,0.4680000000000035
1136,2017,16,suzuka,stroll,Canadian,williams,15,16,32,0,12,65,0,5,4.089999999999989,18,0.09199999999998454
1138,2017,16,suzuka,ericsson,Swedish,sauber,16,18,0,0,20,5,0,10,4.278000000000006,27,0.1880000000000166
1135,2017,16,suzuka,wehrlein,German,sauber,17,15,5,0,18,5,0,10,4.5660000000000025,22,0.2879999999999967
1132,2017,16,suzuka,jolyon_palmer,British,renault,18,12,8,0,17,42,0,7,2.7029999999999887,26,-1.8630000000000138
1140,2017,16,suzuka,sainz,Spanish,toro_rosso,19,20,48,0,9,52,0,6,3.093999999999994,23,0.39100000000000534
1131,2017,16,suzuka,alonso,Spanish,mclaren,20,11,10,0,16,23,0,9,3.367999999999995,36,0.2740000000000009
1141,2017,17,americas,hamilton,British,mercedes,1,1,306,8,1,540,10,1,0.0,32,
1142,2017,17,americas,vettel,German,ferrari,2,2,247,4,2,395,4,2,0.23900000000000432,30,0.23900000000000432
1145,2017,17,americas,bottas,Finnish,mercedes,3,5,234,2,3,540,10,1,0.45999999999999375,28,0.22099999999998943
1158,2017,17,americas,ricciardo,Australian,red_bull,4,18,192,1,4,303,2,3,0.4689999999999941,28,0.009000000000000341
1143,2017,17,americas,raikkonen,Finnish,ferrari,5,3,148,0,5,395,4,2,0.4689999999999941,38,0.0
1146,2017,17,americas,ocon,French,force_india,6,6,65,0,8,147,0,4,1.5389999999999873,21,1.0699999999999932
1147,2017,17,americas,sainz,Spanish,renault,7,7,48,0,9,42,0,8,1.7439999999999998,23,0.2050000000000125
1157,2017,17,americas,alonso,Spanish,mclaren,8,17,10,0,16,23,0,9,1.899000000000001,36,0.15500000000000114
1148,2017,17,americas,perez,Mexican,force_india,9,8,82,0,7,147,0,4,2.039999999999992,27,0.14099999999999113
1149,2017,17,americas,massa,Brazilian,williams,10,9,34,0,11,66,0,5,2.046999999999997,36,0.007000000000005002
1150,2017,17,americas,kvyat,Russian,toro_rosso,11,10,4,0,19,52,0,6,2.4209999999999923,23,0.3739999999999952
1154,2017,17,americas,grosjean,French,haas,12,14,28,0,13,43,0,7,2.7620000000000005,31,0.3410000000000082
1155,2017,17,americas,ericsson,Swedish,sauber,13,15,0,0,20,5,0,10,3.7339999999999947,27,0.9719999999999942
1159,2017,17,americas,wehrlein,German,sauber,14,19,5,0,18,5,0,10,4.070999999999998,23,0.3370000000000033
1151,2017,17,americas,stroll,Canadian,williams,15,11,32,0,12,66,0,5,3.759999999999991,18,-0.31100000000000705
1144,2017,17,americas,max_verstappen,Dutch,red_bull,16,4,111,1,6,303,2,3,0.5499999999999972,20,-3.2099999999999937
1156,2017,17,americas,kevin_magnussen,Danish,haas,17,16,15,0,14,43,0,7,4.286000000000001,25,3.736000000000004
1153,2017,17,americas,brendon_hartley,New Zealander,toro_rosso,19,13,0,0,0,52,0,6,3.781000000000006,27,-0.5049999999999955
1152,2017,17,americas,vandoorne,Belgian,mclaren,20,12,13,0,15,23,0,9,2.532999999999987,25,-1.2480000000000189
1164,2017,18,rodriguez,vettel,German,ferrari,1,4,265,4,2,428,4,2,0.0,30,
1161,2017,18,rodriguez,max_verstappen,Dutch,red_bull,2,1,123,1,6,315,2,3,0.08599999999999852,20,0.08599999999999852
1169,2017,18,rodriguez,hamilton,British,mercedes,3,9,331,9,1,575,11,1,0.44599999999999795,32,0.35999999999999943
1162,2017,18,rodriguez,bottas,Finnish,mercedes,4,2,244,2,3,575,11,1,0.46999999999999886,28,0.02400000000000091
1163,2017,18,rodriguez,raikkonen,Finnish,ferrari,5,3,163,0,5,428,4,2,0.75,38,0.28000000000000114
1165,2017,18,rodriguez,ocon,French,force_india,6,5,73,0,8,159,0,4,0.9489999999999981,21,0.19899999999999807
1179,2017,18,rodriguez,hulkenberg,German,renault,7,19,34,0,11,48,0,7,0.9780000000000086,30,0.029000000000010573
1176,2017,18,rodriguez,sainz,Spanish,renault,8,16,54,0,9,48,0,7,1.3059999999999974,23,0.32799999999998875
1167,2017,18,rodriguez,perez,Mexican,force_india,9,7,86,0,7,159,0,4,1.3190000000000026,27,0.01300000000000523
1171,2017,18,rodriguez,massa,Brazilian,williams,10,11,36,0,10,68,0,5,1.6110000000000042,36,0.2920000000000016
1166,2017,18,rodriguez,stroll,Canadian,williams,11,6,32,0,12,68,0,5,2.6709999999999923,19,1.059999999999988
1177,2017,18,rodriguez,ericsson,Swedish,sauber,12,17,0,0,20,5,0,10,2.6880000000000024,27,0.017000000000010118
1174,2017,18,rodriguez,wehrlein,German,sauber,13,14,5,0,18,5,0,10,2.844999999999999,23,0.15699999999999648
1168,2017,18,rodriguez,kevin_magnussen,Danish,haas,14,8,15,0,14,43,0,8,2.9549999999999983,25,0.10999999999999943
1175,2017,18,rodriguez,grosjean,French,haas,15,15,28,0,13,43,0,8,2.9849999999999994,31,0.030000000000001137
1180,2017,18,rodriguez,ricciardo,Australian,red_bull,16,20,192,1,4,315,2,3,0.9590000000000032,28,-2.0259999999999962
1182,2017,19,interlagos,bottas,Finnish,mercedes,1,2,262,2,3,595,11,1,0.0,28,
1181,2017,19,interlagos,vettel,German,ferrari,2,1,277,4,2,455,4,2,0.0379999999999967,30,0.0379999999999967
1183,2017,19,interlagos,raikkonen,Finnish,ferrari,3,3,178,0,5,455,4,2,0.21599999999999397,38,0.17799999999999727
1184,2017,19,interlagos,max_verstappen,Dutch,red_bull,4,5,148,2,6,340,3,3,0.6029999999999944,20,0.38700000000000045
1188,2017,19,interlagos,perez,Mexican,force_india,5,9,92,0,7,175,0,4,1.2759999999999962,27,0.6730000000000018
1187,2017,19,interlagos,alonso,Spanish,mclaren,6,8,11,0,16,24,0,9,1.2950000000000017,36,0.019000000000005457
1189,2017,19,interlagos,hulkenberg,German,renault,7,10,34,0,12,48,0,7,1.3810000000000002,30,0.08599999999999852
1190,2017,19,interlagos,sainz,Spanish,renault,8,11,54,0,9,48,0,7,1.483000000000004,23,0.10200000000000387
1186,2017,19,interlagos,massa,Brazilian,williams,9,7,36,0,11,76,0,5,1.5189999999999912,36,0.03599999999998715
1197,2017,19,interlagos,ocon,French,force_india,10,18,83,0,8,175,0,4,1.5079999999999956,21,-0.01099999999999568
1194,2017,19,interlagos,grosjean,French,haas,11,15,28,0,13,47,0,8,1.5570000000000022,31,0.049000000000006594
1198,2017,19,interlagos,vandoorne,Belgian,mclaren,12,19,13,0,15,24,0,9,1.793999999999997,25,0.23699999999999477
1199,2017,19,interlagos,kevin_magnussen,Danish,haas,13,20,19,0,14,47,0,8,1.8319999999999936,25,0.0379999999999967
1185,2017,19,interlagos,ricciardo,Australian,red_bull,14,6,192,1,4,340,3,3,1.0079999999999956,28,-0.8239999999999981
1193,2017,19,interlagos,wehrlein,German,sauber,15,14,5,0,18,5,0,10,2.3559999999999945,23,1.347999999999999
1195,2017,19,interlagos,stroll,Canadian,williams,16,16,40,0,10,76,0,5,2.4539999999999935,19,0.09799999999999898
1192,2017,19,interlagos,ericsson,Swedish,sauber,17,13,0,0,20,5,0,10,2.5529999999999973,27,0.09900000000000375
1191,2017,19,interlagos,gasly,French,toro_rosso,19,12,0,0,22,53,0,6,2.3640000000000043,21,-0.18899999999999295
1200,2017,20,yas_marina,bottas,Finnish,mercedes,1,1,280,2,3,625,11,1,0.0,28,
1201,2017,20,yas_marina,hamilton,British,mercedes,2,2,345,9,1,625,11,1,0.17199999999999704,32,0.17199999999999704
1202,2017,20,yas_marina,vettel,German,ferrari,3,3,302,5,2,495,5,2,0.5460000000000065,30,0.37400000000000944
1219,2017,20,yas_marina,ricciardo,Australian,red_bull,4,20,200,1,4,358,3,3,0.7280000000000086,28,0.18200000000000216
1203,2017,20,yas_marina,raikkonen,Finnish,ferrari,5,4,193,0,5,495,5,2,0.7540000000000049,38,0.02599999999999625
1204,2017,20,yas_marina,max_verstappen,Dutch,red_bull,6,5,158,2,6,358,3,3,1.0970000000000084,20,0.3430000000000035
1205,2017,20,yas_marina,hulkenberg,German,renault,7,6,35,0,12,49,0,7,2.051000000000002,30,0.9539999999999935
1206,2017,20,yas_marina,perez,Mexican,force_india,8,7,94,0,7,177,0,4,2.1430000000000007,27,0.09199999999999875
